"Permanent & long-term migration by EVERY country of residence and citizenship (Monthly)","","","",""
"","","","Arrivals","Departures"
" ","Bahrain","1978M04",0,0
" "," ","1978M05",0,12
" "," ","1978M06",0,4
" "," ","1978M07",4,0
" ","Burundi","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Benin","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Botswana","1978M04",0,0
" "," ","1978M05",0,4
" "," ","1978M06",0,8
" "," ","1978M07",0,0
" ","Congo, the Democratic Republic of the","1978M04",0,0
" "," ","1978M05",4,4
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Central African Republic","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Congo","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Cote d'Ivoire","1978M04",4,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Cameroon","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Cabo Verde","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Djibouti","1978M04",0,0
" "," ","1978M05",0,4
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Algeria","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Egypt","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Western Sahara","1978M04",0,0
" "," ","1978M05",0,8
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Eritrea","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Ethiopia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Gabon","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Ghana","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,4
" "," ","1978M07",0,4
" ","Gambia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Guinea","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Equatorial Guinea","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Guinea-Bissau","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Israel","1978M04",0,8
" "," ","1978M05",0,4
" "," ","1978M06",8,0
" "," ","1978M07",0,4
" ","British Indian Ocean Territory","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Iraq","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Iran","1978M04",8,12
" "," ","1978M05",12,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Jordan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Kenya","1978M04",4,12
" "," ","1978M05",4,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Comoros","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Kuwait","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Lebanon","1978M04",4,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Liberia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Lesotho","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Libya","1978M04",0,4
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Morocco","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Madagascar","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Mali","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Mauritania","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Mauritius","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Malawi","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Mozambique","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Namibia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Niger","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Nigeria","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,8
" ","Oman","1978M04",4,0
" "," ","1978M05",0,4
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Gaza Strip/Palestine/West Bank","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Qatar","1978M04",0,4
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,4
" ","Reunion","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Rwanda","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Saudi Arabia","1978M04",0,4
" "," ","1978M05",4,4
" "," ","1978M06",4,4
" "," ","1978M07",0,0
" ","Seychelles","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Sudan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","St Helena","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Sierra Leone","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Senegal","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Somalia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","South Sudan","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Sao Tome and Principe","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Syria","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Swaziland","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Chad","1978M04",0,4
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Togo","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Tunisia","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Turkey","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,4
" ","Tanzania","1978M04",0,4
" "," ","1978M05",8,8
" "," ","1978M06",0,0
" "," ","1978M07",4,0
" ","Uganda","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Yemen, Democratic","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Yemen","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","Mayotte","1978M04",0,0
" "," ","1978M05",0,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","South Africa","1978M04",40,24
" "," ","1978M05",40,16
" "," ","1978M06",16,16
" "," ","1978M07",56,20
" ","Zambia","1978M04",4,4
" "," ","1978M05",8,8
" "," ","1978M06",8,4
" "," ","1978M07",8,0
" ","Zimbabwe","1978M04",24,0
" "," ","1978M05",20,0
" "," ","1978M06",0,0
" "," ","1978M07",0,0
" ","NOT STATED","1978M04",96,380
" "," ","1978M05",108,468
" "," ","1978M06",120,356
" "," ","1978M07",152,344
" ","TOTAL ALL COUNTRIES OF RESIDENCE","1978M04",2600,6864
" "," ","1978M05",3056,7544
" "," ","1978M06",2236,6640
" "," ","1978M07",2672,6432
"Table information:"
"Units:"
"Number, Magnitude = Units"
""
"Footnotes:"
"Permanent and long-term arrivals are people arriving for a stay of 12 months or more, including New Zealanders returning after an absence of 12 months or more."
"Permanent and long-term departures are New Zealanders departing for 12 months or more, and migrants leaving after a stay of 12 months or more in New Zealand."
"Actual series are counts derived from a sample of records from April 1975 to August 1997, and hence may contain sample error for these periods."
"For arrival series, the country of residence is the country where a person last lived for 12 months or more (country of last permanent residence)."
"For permanent and long-term departure series, the country of residence is the country where a person intends to live for the next 12 months or more (country of next permanent residence)."
"The United Kingdom also includes the Channel Islands and the Isle of Man."
" "
"Symbols:"
".. figure not available"
"C: Confidential"
"E: Early Estimate"
"P: Provisional"
"R: Revised"
"S: Suppressed"
""
"Status flags are not displayed"
""
"Table reference: "
"ITM043AA"
""
"Last updated:"
"21 July 2016 10:45am"
""
"Source: Statistics New Zealand"
"Contact: Information Centre"
"Telephone: 0508 525 525"
"Email:info@stats.govt.nz"
""
""
""
